txn_id,failure_reason,retry_count,resolved
TXN0010725,Insufficient balance,0,False
TXN0010739,Account blocked,0,True
TXN0010746,Invalid VPA,0,True
TXN0010749,Daily limit exceeded,1,False
TXN0010757,Account blocked,1,False
TXN0010775,Daily limit exceeded,0,True
TXN0010781,Account blocked,1,False
TXN0010830,Insufficient balance,1,False
TXN0010854,Invalid VPA,2,True
TXN0010855,Daily limit exceeded,2,False
TXN0010866,Bank server timeout,0,False
TXN0010877,Daily limit exceeded,3,True
TXN0010886,Insufficient balance,0,False
TXN0010890,Daily limit exceeded,0,True
TXN0010896,Network error,0,True
TXN0010916,Network error,0,True
TXN0010931,Bank server timeout,2,True
TXN0010935,Insufficient balance,3,True
TXN0010968,Invalid VPA,1,False
TXN0010984,Insufficient balance,0,False
TXN0010988,Daily limit exceeded,1,True
TXN0010999,Insufficient balance,3,False
TXN0011004,Account blocked,0,True
TXN0011014,Bank server timeout,1,True
TXN0011017,Insufficient balance,0,False
TXN0011033,Account blocked,2,False
TXN0011034,Insufficient balance,1,False
TXN0011061,Account blocked,3,False
TXN0011109,Account blocked,2,False
TXN0011139,Bank server timeout,3,False
TXN0011150,Invalid VPA,3,False
TXN0011159,Bank server timeout,2,False
TXN0011188,Daily limit exceeded,2,False
TXN0011190,Daily limit exceeded,2,True
TXN0011195,Daily limit exceeded,2,False
TXN0011199,Account blocked,3,True
TXN0011209,Network error,1,True
TXN0011216,Insufficient balance,1,False
TXN0011235,Insufficient balance,0,False
TXN0011236,Daily limit exceeded,0,False
TXN0011248,Bank server timeout,2,False
TXN0011264,Network error,3,True
TXN0011272,Daily limit exceeded,2,False
TXN0011295,Insufficient balance,0,False
TXN0011304,Network error,3,False
TXN0011310,Network error,0,True
TXN0011323,Network error,2,False
TXN0011330,Bank server timeout,0,False
TXN0011342,Bank server timeout,3,False
TXN0011372,Account blocked,2,False
TXN0011375,Network error,1,False
TXN0011384,Bank server timeout,0,True
TXN0011398,Account blocked,0,False
TXN0011437,Insufficient balance,2,False
TXN0011449,Account blocked,2,True
TXN0011480,Insufficient balance,1,True
TXN0011482,Account blocked,2,False
TXN0011485,Insufficient balance,0,False
TXN0011488,Invalid VPA,0,True
TXN0011497,Daily limit exceeded,0,True
TXN0011499,Insufficient balance,1,True
TXN0011568,Account blocked,3,True
TXN0011584,Network error,0,False
TXN0011617,Account blocked,1,False
TXN0011652,Insufficient balance,1,False
TXN0011677,Invalid VPA,1,True
TXN0011689,Network error,2,False
TXN0011691,Network error,3,False
TXN0011698,Insufficient balance,2,True
TXN0011720,Invalid VPA,0,True
TXN0011753,Bank server timeout,1,True
TXN0011758,Network error,3,True
TXN0011762,Daily limit exceeded,0,False
TXN0011765,Daily limit exceeded,1,True
TXN0011772,Invalid VPA,1,False
TXN0011788,Bank server timeout,1,False
TXN0011791,Daily limit exceeded,1,True
TXN0011809,Network error,1,True
TXN0011814,Daily limit exceeded,2,False
TXN0011834,Invalid VPA,1,False
TXN0011872,Network error,0,True
TXN0011874,Bank server timeout,1,False
TXN0011875,Insufficient balance,3,False
TXN0011895,Invalid VPA,3,True
TXN0011911,Network error,2,True
TXN0011925,Bank server timeout,1,True
TXN0011928,Bank server timeout,0,True
TXN0011950,Account blocked,3,True
TXN0011970,Account blocked,1,False
TXN0011997,Invalid VPA,1,True
TXN0012001,Daily limit exceeded,0,False
TXN0012030,Bank server timeout,3,False
TXN0012045,Insufficient balance,3,True
TXN0012048,Daily limit exceeded,3,True
TXN0012057,Insufficient balance,2,False
TXN0012111,Insufficient balance,0,False
TXN0012174,Account blocked,2,True
TXN0012176,Insufficient balance,2,True
TXN0012179,Bank server timeout,2,True
TXN0012207,Insufficient balance,1,True
TXN0012230,Insufficient balance,0,True
TXN0012234,Account blocked,3,False
TXN0012267,Network error,2,True
TXN0012303,Insufficient balance,3,False
TXN0012321,Bank server timeout,3,True
TXN0012326,Invalid VPA,3,True
TXN0012331,Invalid VPA,0,True
TXN0012332,Network error,3,False
TXN0012356,Account blocked,3,False
TXN0012363,Bank server timeout,0,True
TXN0012371,Network error,2,True
TXN0012397,Bank server timeout,0,False
TXN0012409,Network error,1,False
TXN0012429,Daily limit exceeded,0,False
TXN0012433,Network error,3,True
TXN0012447,Bank server timeout,0,False
TXN0012459,Insufficient balance,1,False
TXN0012471,Network error,2,True
TXN0012479,Insufficient balance,0,True
TXN0012497,Account blocked,1,True
TXN0012499,Daily limit exceeded,0,True
TXN0012509,Invalid VPA,1,True
TXN0012534,Bank server timeout,0,False
TXN0012544,Invalid VPA,1,False
TXN0012546,Account blocked,1,True
TXN0012563,Account blocked,1,True
TXN0012568,Bank server timeout,2,True
TXN0012575,Account blocked,3,True
TXN0012577,Invalid VPA,0,True
TXN0012601,Bank server timeout,0,False
TXN0012626,Daily limit exceeded,2,False
TXN0012641,Daily limit exceeded,0,False
TXN0012657,Invalid VPA,1,True
TXN0012661,Daily limit exceeded,1,False
TXN0012691,Bank server timeout,2,True
TXN0012695,Network error,1,False
TXN0012753,Daily limit exceeded,3,False
TXN0012767,Invalid VPA,0,False
TXN0012781,Invalid VPA,1,True
TXN0012822,Insufficient balance,2,False
TXN0012838,Daily limit exceeded,3,True
TXN0012848,Account blocked,2,True
TXN0012859,Bank server timeout,1,True
TXN0012861,Invalid VPA,0,False
TXN0012874,Daily limit exceeded,2,True
TXN0012881,Bank server timeout,1,False
TXN0012887,Invalid VPA,2,True
TXN0012920,Invalid VPA,3,False
TXN0012922,Invalid VPA,0,False
TXN0012947,Invalid VPA,1,False
TXN0012949,Daily limit exceeded,1,False
TXN0012977,Invalid VPA,1,True
TXN0012993,Insufficient balance,0,False
TXN0013028,Invalid VPA,1,False
TXN0013087,Daily limit exceeded,3,False
TXN0013090,Account blocked,2,False
TXN0013114,Bank server timeout,1,False
TXN0013132,Account blocked,1,False
TXN0013136,Account blocked,3,False
TXN0013172,Account blocked,2,True
TXN0013199,Daily limit exceeded,3,False
TXN0013257,Invalid VPA,3,False
TXN0013267,Account blocked,0,False
TXN0013290,Invalid VPA,3,True
TXN0013304,Network error,1,True
TXN0013314,Bank server timeout,1,False
TXN0013322,Bank server timeout,2,False
TXN0013326,Network error,2,False
TXN0013352,Invalid VPA,0,False
TXN0013416,Invalid VPA,3,True
TXN0013440,Network error,2,False
TXN0013458,Network error,1,False
TXN0013508,Insufficient balance,1,False
TXN0013510,Bank server timeout,0,False
TXN0013527,Invalid VPA,2,False
TXN0013536,Daily limit exceeded,2,True
TXN0013569,Daily limit exceeded,0,False
TXN0013576,Account blocked,0,True
TXN0013578,Insufficient balance,1,True
TXN0013594,Insufficient balance,1,True
TXN0013618,Account blocked,0,True
TXN0013622,Network error,1,False
TXN0013632,Account blocked,2,False
TXN0013635,Bank server timeout,3,False
TXN0013641,Daily limit exceeded,0,True
TXN0013647,Network error,2,False
TXN0013652,Insufficient balance,2,False
TXN0013661,Account blocked,0,False
TXN0013707,Network error,2,True
TXN0013734,Daily limit exceeded,1,False
TXN0013742,Invalid VPA,3,True
TXN0013753,Network error,0,True
TXN0013837,Insufficient balance,2,False
TXN0013839,Bank server timeout,0,False
TXN0013845,Network error,3,True
TXN0013869,Invalid VPA,3,False
TXN0013882,Account blocked,2,False
TXN0013888,Daily limit exceeded,1,True
TXN0013889,Daily limit exceeded,2,True
TXN0013897,Insufficient balance,2,True
TXN0013936,Daily limit exceeded,1,False
TXN0013970,Invalid VPA,0,False
TXN0013973,Insufficient balance,1,False
TXN0013995,Account blocked,0,False
TXN0013996,Invalid VPA,2,False
TXN0013998,Account blocked,1,False
TXN0014004,Network error,0,False
TXN0014010,Account blocked,2,True
TXN0014011,Network error,3,False
TXN0014014,Invalid VPA,3,True
TXN0014016,Network error,1,False
TXN0014026,Account blocked,1,False
TXN0014037,Invalid VPA,1,False
TXN0014066,Insufficient balance,1,False
TXN0014084,Account blocked,2,True
TXN0014097,Insufficient balance,1,True
TXN0014106,Invalid VPA,2,True
TXN0014109,Network error,1,True
TXN0014121,Invalid VPA,0,False
TXN0014129,Bank server timeout,1,False
TXN0014132,Daily limit exceeded,3,False
TXN0014139,Bank server timeout,0,False
TXN0014144,Network error,3,False
TXN0014148,Insufficient balance,1,False
TXN0014169,Account blocked,2,True
TXN0014175,Bank server timeout,2,True
TXN0014186,Network error,2,True
TXN0014191,Network error,2,False
TXN0014202,Invalid VPA,1,True
TXN0014206,Bank server timeout,2,False
TXN0014227,Account blocked,0,False
TXN0014243,Bank server timeout,3,True
TXN0014254,Network error,0,True
TXN0014259,Invalid VPA,3,False
TXN0014262,Invalid VPA,0,True
TXN0014267,Invalid VPA,2,False
TXN0014269,Bank server timeout,3,True
TXN0014295,Insufficient balance,3,True
TXN0014297,Insufficient balance,0,False
TXN0014299,Daily limit exceeded,2,False
TXN0014306,Invalid VPA,1,True
TXN0014326,Invalid VPA,1,False
TXN0014329,Daily limit exceeded,1,True
TXN0014333,Account blocked,0,False
TXN0014336,Insufficient balance,1,True
TXN0014365,Network error,0,False
TXN0014433,Daily limit exceeded,2,False
TXN0014449,Bank server timeout,1,False
TXN0014458,Daily limit exceeded,1,True
TXN0014460,Bank server timeout,0,True
TXN0014478,Bank server timeout,1,False
TXN0014493,Account blocked,0,True
TXN0014495,Network error,3,True
TXN0014522,Insufficient balance,3,True
TXN0014527,Network error,2,True
TXN0014530,Bank server timeout,1,False
TXN0014538,Daily limit exceeded,2,False
TXN0014546,Invalid VPA,0,False
TXN0014589,Daily limit exceeded,2,False
TXN0014598,Account blocked,3,False
TXN0014605,Invalid VPA,3,False
TXN0014621,Bank server timeout,2,True
TXN0014627,Invalid VPA,0,False
TXN0014629,Bank server timeout,1,False
TXN0014640,Network error,3,True
TXN0014657,Insufficient balance,2,False
TXN0014670,Bank server timeout,0,False
TXN0014699,Invalid VPA,2,False
TXN0014702,Insufficient balance,1,False
TXN0014731,Insufficient balance,1,True
TXN0014752,Insufficient balance,3,False
TXN0014781,Insufficient balance,3,True
TXN0014816,Daily limit exceeded,1,False
TXN0014820,Insufficient balance,2,False
TXN0014823,Invalid VPA,0,True
TXN0014832,Account blocked,2,True
TXN0014872,Daily limit exceeded,1,True
TXN0014889,Bank server timeout,3,False
TXN0014913,Account blocked,1,True
TXN0014925,Bank server timeout,1,False
TXN0014935,Daily limit exceeded,0,True
TXN0014961,Network error,1,False
TXN0014965,Daily limit exceeded,3,True
TXN0014978,Insufficient balance,1,False
TXN0014981,Account blocked,0,False
TXN0014982,Account blocked,1,False
TXN0015004,Bank server timeout,0,True
TXN0015033,Daily limit exceeded,2,False
TXN0015036,Daily limit exceeded,3,False
TXN0015064,Invalid VPA,2,False
TXN0015075,Account blocked,2,True
TXN0015082,Account blocked,2,True
TXN0015093,Account blocked,2,False
TXN0015123,Daily limit exceeded,1,False
TXN0015124,Invalid VPA,0,False
TXN0015133,Bank server timeout,2,False
TXN0015134,Bank server timeout,0,False
TXN0015159,Bank server timeout,3,False
TXN0015166,Insufficient balance,1,True
TXN0015193,Bank server timeout,2,True
TXN0015198,Account blocked,2,True
TXN0015205,Account blocked,3,True
TXN0015218,Account blocked,0,False
TXN0015224,Bank server timeout,2,False
TXN0015226,Daily limit exceeded,0,True
TXN0015280,Daily limit exceeded,0,False
TXN0015310,Invalid VPA,3,True
TXN0015316,Daily limit exceeded,1,True
TXN0015334,Network error,0,False
TXN0015388,Account blocked,0,True
TXN0015392,Network error,2,False
TXN0015412,Network error,3,False
TXN0015422,Daily limit exceeded,0,False
TXN0015452,Bank server timeout,3,True
TXN0015465,Insufficient balance,2,True
TXN0015503,Daily limit exceeded,3,True
TXN0015511,Bank server timeout,3,False
TXN0015515,Daily limit exceeded,0,False
TXN0015530,Account blocked,0,True
TXN0015536,Insufficient balance,3,False
TXN0015570,Invalid VPA,2,True
TXN0015571,Insufficient balance,0,False
TXN0015573,Insufficient balance,2,False
TXN0015594,Bank server timeout,1,False
TXN0015629,Daily limit exceeded,3,False
TXN0015642,Account blocked,1,True
TXN0015644,Invalid VPA,0,True
TXN0015656,Insufficient balance,2,False
TXN0015674,Insufficient balance,2,False
TXN0015675,Network error,3,True
TXN0015676,Invalid VPA,0,True
TXN0015684,Daily limit exceeded,3,False
TXN0015734,Daily limit exceeded,1,True
TXN0015739,Network error,1,False
TXN0015749,Network error,2,True
TXN0015762,Account blocked,0,True
TXN0015768,Invalid VPA,3,True
TXN0015797,Invalid VPA,3,False
TXN0015800,Daily limit exceeded,3,True
TXN0015802,Bank server timeout,0,True
TXN0015807,Insufficient balance,1,False
TXN0015811,Bank server timeout,1,True
TXN0015823,Invalid VPA,0,True
TXN0015850,Insufficient balance,0,False
TXN0015854,Account blocked,3,False
TXN0015856,Insufficient balance,2,False
TXN0015881,Bank server timeout,0,False
TXN0015897,Bank server timeout,3,True
TXN0015898,Bank server timeout,0,False
TXN0015947,Daily limit exceeded,0,True
TXN0015965,Invalid VPA,3,False
TXN0015970,Bank server timeout,2,False
TXN0015977,Insufficient balance,3,False
TXN0015980,Network error,2,True
TXN0016067,Daily limit exceeded,2,True
TXN0016081,Network error,2,False
TXN0016139,Bank server timeout,3,True
TXN0016169,Invalid VPA,3,False
TXN0016182,Insufficient balance,3,False
TXN0016185,Network error,1,False
TXN0016213,Daily limit exceeded,2,True
TXN0016229,Invalid VPA,1,True
TXN0016270,Account blocked,1,False
TXN0016278,Daily limit exceeded,0,False
TXN0016296,Daily limit exceeded,0,False
TXN0016310,Invalid VPA,2,False
TXN0016319,Daily limit exceeded,3,False
TXN0016333,Daily limit exceeded,2,False
TXN0016335,Bank server timeout,0,False
TXN0016337,Network error,0,False
TXN0016370,Insufficient balance,2,True
TXN0016381,Insufficient balance,2,True
TXN0016415,Daily limit exceeded,0,False
TXN0016466,Insufficient balance,3,True
TXN0016517,Bank server timeout,3,False
TXN0016528,Invalid VPA,3,True
TXN0016553,Insufficient balance,1,False
TXN0016568,Network error,1,False
TXN0016573,Account blocked,2,False
TXN0016585,Insufficient balance,3,False
TXN0016607,Network error,2,False
TXN0016610,Insufficient balance,3,False
TXN0016612,Account blocked,1,True
TXN0016626,Account blocked,3,True
TXN0016628,Account blocked,0,True
TXN0016629,Account blocked,0,False
TXN0016647,Account blocked,3,False
TXN0016652,Daily limit exceeded,2,True
TXN0016659,Network error,2,True
TXN0016676,Daily limit exceeded,0,True
TXN0016683,Account blocked,0,True
TXN0016707,Account blocked,3,False
TXN0016709,Network error,1,False
TXN0016740,Network error,2,True
TXN0016741,Account blocked,1,True
TXN0016745,Insufficient balance,1,False
TXN0016750,Account blocked,3,True
TXN0016751,Daily limit exceeded,2,False
TXN0016776,Bank server timeout,1,True
TXN0016798,Network error,0,False
TXN0016799,Invalid VPA,2,False
TXN0016810,Bank server timeout,0,True
TXN0016812,Insufficient balance,1,True
TXN0016818,Bank server timeout,0,True
TXN0016826,Account blocked,3,False
TXN0016845,Network error,2,True
TXN0016856,Daily limit exceeded,3,True
TXN0016873,Bank server timeout,3,False
TXN0016874,Insufficient balance,2,False
TXN0016877,Daily limit exceeded,3,False
TXN0016888,Daily limit exceeded,2,False
TXN0016928,Daily limit exceeded,3,False
TXN0016931,Insufficient balance,3,False
TXN0016942,Invalid VPA,0,True
TXN0016948,Network error,1,True
TXN0016951,Insufficient balance,1,False
TXN0016957,Network error,1,False
TXN0016962,Insufficient balance,3,True
TXN0016964,Account blocked,2,True
TXN0016977,Bank server timeout,0,False
TXN0016984,Network error,2,False
TXN0016988,Insufficient balance,3,False
TXN0017044,Insufficient balance,1,True
TXN0017055,Insufficient balance,1,True
TXN0017071,Insufficient balance,3,True
TXN0017088,Account blocked,0,True
TXN0017116,Bank server timeout,3,True
TXN0017117,Network error,0,False
TXN0017158,Account blocked,3,False
TXN0017211,Bank server timeout,3,False
TXN0017226,Account blocked,2,True
TXN0017265,Invalid VPA,3,False
TXN0017269,Network error,2,True
TXN0017288,Invalid VPA,2,False
TXN0017291,Bank server timeout,2,False
TXN0017293,Bank server timeout,3,False
TXN0017296,Network error,3,True
TXN0017303,Account blocked,2,False
TXN0017322,Account blocked,1,True
TXN0017333,Daily limit exceeded,1,False
TXN0017335,Daily limit exceeded,3,False
TXN0017345,Insufficient balance,2,False
TXN0017348,Invalid VPA,3,True
TXN0017354,Bank server timeout,0,True
TXN0017376,Invalid VPA,2,False
TXN0017389,Invalid VPA,2,True
TXN0017401,Daily limit exceeded,1,False
TXN0017450,Insufficient balance,1,False
TXN0017464,Network error,2,True
TXN0017512,Account blocked,3,False
TXN0017515,Daily limit exceeded,1,False
TXN0017525,Daily limit exceeded,2,False
TXN0017554,Daily limit exceeded,0,False
TXN0017574,Insufficient balance,0,False
TXN0017583,Account blocked,0,False
TXN0017589,Account blocked,0,False
TXN0017598,Daily limit exceeded,2,False
TXN0017599,Account blocked,0,False
TXN0017656,Insufficient balance,2,False
TXN0017662,Insufficient balance,1,True
TXN0017663,Network error,3,True
TXN0017695,Insufficient balance,2,False
TXN0017709,Insufficient balance,3,False
TXN0017733,Daily limit exceeded,2,True
TXN0017786,Bank server timeout,3,True
TXN0017875,Daily limit exceeded,0,True
TXN0017882,Network error,3,True
TXN0017903,Account blocked,0,False
TXN0017909,Account blocked,1,True
TXN0017914,Daily limit exceeded,2,True
TXN0017920,Invalid VPA,1,True
TXN0017961,Account blocked,2,True
TXN0017970,Insufficient balance,1,False
TXN0017973,Bank server timeout,2,False
TXN0018003,Invalid VPA,3,True
TXN0018007,Invalid VPA,2,False
TXN0018019,Network error,0,True
TXN0018020,Account blocked,1,True
TXN0018024,Daily limit exceeded,0,False
TXN0018031,Network error,1,False
TXN0018037,Account blocked,0,True
TXN0018048,Account blocked,3,False
TXN0018061,Account blocked,3,False
TXN0018070,Bank server timeout,2,False
TXN0018098,Account blocked,3,True
TXN0018100,Daily limit exceeded,3,False
TXN0018116,Bank server timeout,1,False
TXN0018130,Account blocked,0,True
TXN0018134,Daily limit exceeded,2,False
TXN0018143,Account blocked,0,False
TXN0018152,Invalid VPA,0,False
TXN0018156,Daily limit exceeded,3,False
TXN0018157,Bank server timeout,3,False
TXN0018168,Bank server timeout,1,True
TXN0018169,Account blocked,3,False
TXN0018178,Bank server timeout,0,False
TXN0018184,Account blocked,2,True
TXN0018187,Account blocked,2,False
TXN0018195,Insufficient balance,3,False
TXN0018205,Invalid VPA,0,False
TXN0018206,Account blocked,1,False
TXN0018224,Account blocked,1,True
TXN0018237,Insufficient balance,0,True
TXN0018247,Bank server timeout,0,False
TXN0018250,Insufficient balance,3,True
TXN0018261,Network error,2,False
TXN0018278,Insufficient balance,0,False
TXN0018305,Invalid VPA,2,True
TXN0018310,Account blocked,0,False
TXN0018315,Bank server timeout,1,False
TXN0018343,Network error,0,False
TXN0018345,Bank server timeout,0,True
TXN0018351,Invalid VPA,2,True
TXN0018358,Bank server timeout,0,False
TXN0018375,Account blocked,0,False
TXN0018390,Network error,1,False
TXN0018420,Account blocked,3,True
TXN0018444,Account blocked,3,False
TXN0018455,Insufficient balance,1,True
TXN0018456,Insufficient balance,2,False
TXN0018482,Account blocked,0,True
TXN0018484,Network error,3,False
TXN0018531,Invalid VPA,2,False
TXN0018552,Invalid VPA,1,False
TXN0018566,Insufficient balance,1,True
TXN0018593,Bank server timeout,2,False
TXN0018595,Network error,3,False
TXN0018599,Account blocked,2,False
TXN0018607,Network error,0,True
TXN0018614,Invalid VPA,2,False
TXN0018615,Daily limit exceeded,1,True
TXN0018622,Bank server timeout,3,True
TXN0018660,Insufficient balance,0,False
TXN0018694,Daily limit exceeded,0,False
TXN0018715,Bank server timeout,3,False
TXN0018737,Insufficient balance,1,False
TXN0018771,Invalid VPA,1,True
TXN0018785,Network error,0,True
TXN0018801,Bank server timeout,3,False
TXN0018828,Invalid VPA,1,True
TXN0018833,Insufficient balance,2,True
TXN0018838,Network error,2,False
TXN0018863,Daily limit exceeded,0,False
TXN0018869,Invalid VPA,0,False
TXN0018888,Invalid VPA,3,True
TXN0018916,Invalid VPA,3,True
TXN0018918,Network error,2,True
TXN0018923,Daily limit exceeded,1,True
TXN0018946,Bank server timeout,1,False
TXN0018949,Daily limit exceeded,3,False
TXN0018980,Account blocked,1,False
TXN0018988,Network error,0,False
TXN0019010,Account blocked,1,False
TXN0019012,Bank server timeout,2,True
TXN0019026,Invalid VPA,3,True
TXN0019031,Network error,0,False
TXN0019036,Invalid VPA,0,False
TXN0019037,Invalid VPA,2,True
TXN0019072,Bank server timeout,2,False
TXN0019087,Daily limit exceeded,2,False
TXN0019106,Daily limit exceeded,3,True
TXN0019117,Account blocked,0,False
TXN0019119,Account blocked,1,False
TXN0019133,Account blocked,2,True
TXN0019136,Invalid VPA,1,True
TXN0019149,Invalid VPA,2,True
TXN0019151,Bank server timeout,3,False
TXN0019160,Network error,0,True
TXN0019168,Account blocked,3,False
TXN0019174,Bank server timeout,1,False
TXN0019181,Bank server timeout,0,True
TXN0019198,Invalid VPA,2,False
TXN0019204,Bank server timeout,2,True
TXN0019210,Bank server timeout,1,False
TXN0019213,Invalid VPA,3,False
TXN0019240,Bank server timeout,3,True
TXN0019244,Bank server timeout,0,False
TXN0019248,Insufficient balance,2,True
TXN0019253,Invalid VPA,3,True
TXN0019258,Insufficient balance,2,True
TXN0019279,Daily limit exceeded,0,False
TXN0019291,Account blocked,2,True
TXN0019295,Account blocked,2,True
TXN0019312,Insufficient balance,2,True
TXN0019319,Insufficient balance,2,False
TXN0019340,Invalid VPA,2,True
TXN0019349,Network error,1,True
TXN0019353,Bank server timeout,3,True
TXN0019357,Invalid VPA,1,True
TXN0019385,Account blocked,2,False
TXN0019415,Insufficient balance,3,True
TXN0019421,Invalid VPA,3,False
TXN0019426,Bank server timeout,3,False
TXN0019431,Network error,1,False
TXN0019446,Account blocked,0,True
TXN0019449,Invalid VPA,0,False
TXN0019459,Daily limit exceeded,1,False
TXN0019461,Account blocked,1,False
TXN0019502,Account blocked,2,False
TXN0019505,Account blocked,1,False
TXN0019529,Bank server timeout,3,True
TXN0019559,Account blocked,0,False
TXN0019569,Account blocked,2,True
TXN0019573,Daily limit exceeded,2,True
TXN0019608,Account blocked,2,False
TXN0019647,Network error,3,False
TXN0019649,Invalid VPA,1,True
TXN0019654,Invalid VPA,2,False
TXN0019661,Daily limit exceeded,0,True
TXN0019672,Account blocked,3,False
TXN0019674,Network error,3,False
TXN0019678,Daily limit exceeded,3,True
TXN0019679,Invalid VPA,1,True
TXN0019689,Bank server timeout,1,False
TXN0019694,Network error,0,False
TXN0019705,Account blocked,0,False
TXN0019708,Network error,2,False
TXN0019710,Account blocked,2,True
TXN0019715,Insufficient balance,1,False
TXN0019726,Insufficient balance,2,False
TXN0019729,Network error,0,False
TXN0019746,Invalid VPA,3,False
TXN0019757,Account blocked,1,True
TXN0019783,Insufficient balance,2,True
TXN0019813,Bank server timeout,1,False
TXN0019820,Daily limit exceeded,2,False
TXN0019824,Bank server timeout,0,True
TXN0019825,Account blocked,2,True
TXN0019840,Bank server timeout,1,True
TXN0019843,Network error,3,False
TXN0019863,Bank server timeout,1,True
TXN0019866,Account blocked,3,False
TXN0019870,Insufficient balance,0,True
TXN0019882,Insufficient balance,2,False
TXN0019889,Network error,3,False
TXN0019890,Daily limit exceeded,0,False
TXN0019891,Bank server timeout,0,False
TXN0019895,Insufficient balance,2,False
TXN0019903,Bank server timeout,2,False
TXN0019916,Daily limit exceeded,2,True
TXN0019920,Account blocked,2,False
TXN0019927,Daily limit exceeded,0,False
TXN0019930,Insufficient balance,0,True
TXN0019934,Network error,1,False
TXN0019971,Bank server timeout,0,False
TXN0019986,Insufficient balance,0,True
TXN0019989,Bank server timeout,1,True
TXN0019991,Account blocked,2,True
TXN0019997,Network error,2,False
TXN0020048,Network error,1,True
TXN0020049,Account blocked,0,False
TXN0020128,Insufficient balance,2,False
TXN0020148,Daily limit exceeded,3,True
TXN0020182,Daily limit exceeded,0,False
TXN0020187,Bank server timeout,2,False
TXN0020196,Invalid VPA,1,False
TXN0020201,Bank server timeout,2,True
TXN0020213,Invalid VPA,3,False
TXN0020216,Network error,0,False
TXN0020221,Network error,2,True
TXN0020222,Network error,0,True
TXN0020238,Insufficient balance,3,False
TXN0020255,Account blocked,2,False
TXN0020271,Insufficient balance,3,True
TXN0020291,Network error,2,False
TXN0020299,Invalid VPA,2,False
TXN0020304,Network error,2,True
TXN0020365,Invalid VPA,1,False
TXN0020367,Account blocked,0,True
TXN0020374,Daily limit exceeded,3,True
TXN0020378,Invalid VPA,3,False
TXN0020398,Insufficient balance,3,True
TXN0020404,Account blocked,1,False
TXN0020440,Daily limit exceeded,1,False
TXN0020443,Network error,1,True
TXN0020448,Invalid VPA,0,False
TXN0020464,Bank server timeout,0,False
TXN0020518,Insufficient balance,3,False
TXN0020520,Account blocked,1,True
TXN0020523,Network error,2,False
TXN0020564,Bank server timeout,1,True
TXN0020575,Invalid VPA,2,False
TXN0020580,Account blocked,1,True
TXN0020605,Network error,2,False
TXN0020609,Insufficient balance,1,True
TXN0020612,Network error,0,True
TXN0020634,Account blocked,2,False
TXN0020637,Bank server timeout,2,True
TXN0020639,Bank server timeout,2,False
TXN0020647,Bank server timeout,1,False
TXN0020665,Daily limit exceeded,1,False
TXN0020674,Network error,3,True
TXN0020699,Account blocked,0,False
TXN0020701,Account blocked,0,False
TXN0020718,Insufficient balance,3,False
TXN0020720,Account blocked,0,True
TXN0020737,Invalid VPA,2,False
TXN0020772,Account blocked,1,False
TXN0020778,Invalid VPA,0,True
TXN0020784,Insufficient balance,3,True
TXN0020790,Invalid VPA,0,False
TXN0020799,Daily limit exceeded,0,False
TXN0020805,Insufficient balance,0,False
TXN0020817,Daily limit exceeded,3,True
TXN0020822,Account blocked,1,True
TXN0020828,Daily limit exceeded,1,False
TXN0020831,Invalid VPA,1,False
TXN0020843,Bank server timeout,2,False
TXN0020857,Bank server timeout,0,False
TXN0020863,Invalid VPA,1,False
TXN0020894,Network error,0,True
TXN0020910,Account blocked,0,False
TXN0020918,Network error,2,False
TXN0020952,Account blocked,2,False
TXN0020980,Network error,2,True
TXN0021014,Network error,1,True
TXN0021045,Network error,2,False
TXN0021056,Bank server timeout,2,False
TXN0021058,Bank server timeout,1,True
TXN0021063,Bank server timeout,1,True
TXN0021067,Network error,0,True
TXN0021071,Invalid VPA,0,False
TXN0021090,Account blocked,2,False
TXN0021094,Daily limit exceeded,1,False
TXN0021118,Daily limit exceeded,3,False
TXN0021120,Network error,3,True
TXN0021182,Daily limit exceeded,1,False
TXN0021202,Invalid VPA,0,False
TXN0021206,Invalid VPA,1,True
TXN0021217,Bank server timeout,2,True
TXN0021252,Insufficient balance,0,True
TXN0021274,Invalid VPA,1,True
TXN0021288,Insufficient balance,2,True
TXN0021291,Account blocked,1,False
TXN0021308,Insufficient balance,3,False
TXN0021375,Account blocked,1,False
TXN0021389,Invalid VPA,1,True
TXN0021405,Network error,2,True
TXN0021408,Account blocked,2,False
TXN0021412,Account blocked,2,False
TXN0021435,Daily limit exceeded,1,False
TXN0021441,Daily limit exceeded,0,False
TXN0021479,Daily limit exceeded,3,False
TXN0021483,Daily limit exceeded,2,True
TXN0021489,Daily limit exceeded,1,False
TXN0021501,Network error,1,False
TXN0021527,Daily limit exceeded,3,False
TXN0021546,Invalid VPA,1,True
TXN0021569,Insufficient balance,1,False
TXN0021594,Bank server timeout,2,False
TXN0021643,Daily limit exceeded,2,False
TXN0021646,Daily limit exceeded,0,False
TXN0021665,Daily limit exceeded,1,False
TXN0021670,Bank server timeout,2,False
TXN0021730,Daily limit exceeded,1,False
TXN0021754,Network error,0,True
TXN0021756,Account blocked,0,True
TXN0021759,Bank server timeout,0,False
TXN0021770,Account blocked,0,False
TXN0021778,Bank server timeout,0,True
TXN0021784,Network error,0,True
TXN0021809,Bank server timeout,1,False
